user,sysytem
ハードルの低さや容易性を伝えて再現性を担保,"エンジニアから
マーケターになるためには

マーケの仕事一本にするみたいなことをしなくても
開発の案件をこなしながら
副業として少しずつマーケターの仕事をしつつ
ちょっとずつ移行していけば大丈夫です。

まずは副業マーケターとして
本業と同じぐらい稼ぐことを目標にしましょう。"
やり方や道を示してあげることで再現性を担保,"【エンジニアからマーケターに転身するための5ステップ】

①DRMを学習
②Lステップを学習
③ライティングを学習
④アフィリでもいいので物を売って実践してみる
⑤数字を見てLステップ、ライティングを改善

特に④⑤が最も「重要」

マーケティングは座学だけでは身につかないので『実践、改善』が命
"
行動しなくて失敗したエピソードを伝える,"昔は勉強嫌いで大して努力もしてきませんでしたが
人生変えようと思い
今ではエンジニアとマーケティングで
月収100万円稼いでいます。

勉強すれば誰でも変われるってことがわかったので

もしあの時から、今やってることを勉強していれば
今頃もっと収入が高かったはずなので後悔しています。"
行動力があって上手くいった出来事を伝える,"よくどうやって案件そんな取ってるんですか？って聞かれるんですがいたってシンプルで
オフラインの露出をとにかく増やすことです。

簡単に言うと入ってるコミュニティーの
オフ会はほぼ全部行きます。

昨年は合計30個以上のイベントには参加しています。

結局は人対人の付き合いなんで
オフでたくさんあったことある人の方が信頼できるし
そうすると自然と仕事の話がきます。

ふっ軽さこそが誰でも今すぐできる
稼げるスキルです。"
行動が遅いといくらの損失に繋がるかを伝える,"フリーランスエンジニアになって
最初の半年ぐらいは
新しいことをせず
月収60万ぐらいで停滞していたのですが

マーケを勉強してからは
月収100を安定させているので

単純計算で月の差額100-60=40の
半年分で240万円の利益を失ってます。

行動が遅れるということは
それだけ損失につながります。"
行動のハードルを下げるようなツイートをする,"エンジニアからマーケターに転身するために
がらっと仕事を変える必要はありません。

本業のエンジニアで安定的に稼ぎながら
副業でマーケティングの仕事で収益を得て
少しずつ移行していけばOK。

まずはエンジニアの安定感と
マーケの青天井さの良いとこどりをしてください。"
フットワークの軽さを表現する,"先輩経営者から
一回20万円ぐらいする沖縄旅行に誘われた時

少し痛い出費ではあったが
これはチャンスだ！と思い
即決で参加しますと伝えました。

その結果、旅行代を余裕で回収できるぐらいの
案件に繋がったから
やっぱり行動しか勝たんって感じです。"
お金をケチって損したエピソードを伝える,"未経験の時
3ヶ月ぐらい独学で努力したけど
結局挫折し、

プログラミングスクールで学びんだ結果
二年後エンジニアで月60稼げるように。

当時手取り12万円ぐらいだったので、3ヶ月お金をケチったことで

✅月の差額60-12=48万円の3ヶ月分で

144万円稼げたはずの
お金を失ったことになります。"
節約や貯金がお金を減らしている事を理解させる,"エンジニアで稼げるようになったら
貯金をしだす方が多いですが

みんなその瞬間一気に停滞しています。

逆に収入アップしている人に共通するのは
勉強にお金をかけている。

今、預金の金利が0.001%とかの時代なので
自分という金利1000%以上目指せる商品に投資しましょう。"
お金を使う恐怖を克服したエピソード,"今年は合計300万円分ぐらいマーケティング系の学習にお金を使いました。

最初は2000円のオンラインサロンに入るだけで
3日ぐらい悩んでいたけど

プログラミングスクールに60万円払ったら
月60万円稼げるようになったので
お金を払うとお金を稼げるという
法則を見つけてしまったからこそ
学びにお金をかけています。"
大きい金額を出して読者の金銭感覚を変える,"プログラミングに60万円払ったら
年収が700万になり、

マーケティングの学習に300万払ったら
年収が1200万になりました。

お金は使えば使うほど増えます。"
お金は使わなきゃ無価値と教育する,"若いうちにやってはいけないこと

・貯金
・安いからで選ぶ
・同じレベルの人とつるむ

多少高くてもお金を払って
レベルの高い人から学ぶ。

これができないといつまでも
レベルが低いままだし、収入も上がらない。"
普通の人とは別の見方をする事例を共有,"ある程度までいくと
新しいプログラミング言語を勉強したりしても
月の収入は数万〜数十万しか収入は上がらない。

しかしそれに気づいて無い人が多い。

一定まで来たら
マーケティングを掛け合わせることで
月数百万〜収入が上がる可能性にベットしたほうが　圧倒的にコスパ良いですよ。"
具体的に過去に自分がやってきたことを共有,"本当は良く無いけど
0→1で副業をやり始めたときは

会社で１時間の仕事を依頼されたら
ショートカットキー研究したり
効率化を極めることで
30分で仕事を終わらせる。

残った30分でこっそり副業の作業をしていた。

本気で時間を捻出するならこれぐらいやります。"
抽象度の高い話を具体化する,"マーケティングって
抽象度が高い言葉なので

ぶっちゃけ初心者からしたら
何から始めればいいの？ってなりがち。

僕のおすすめを言っておくと
まずはLステップを勉強すること。

「売り上げを上げるには何をすればいいか？」

って考えてLステップを勉強してると
何をすべきかが順番に見えてきます。"
具体的なノウハウを話す,"【エンジニアからマーケターになるための5ステップ】

①DRMの全体像を学習
②Lステップを学習
③ライティングを学習
④アフィリでもいいので物を売って実践してみる
⑤数字を見てLステップ、ライティングを改善

特に④⑤が最も「重要」

マーケティングは座学では身につかないので『実践、改善』が命"
もったいないを活用する,"僕もそうだったのですが
フリーランスエンジニアで
月60万円ぐらい稼いだら

安心した結果、停滞する人が多くて非常にもったいない。

そこに至るまでの継続力とマインドがあるなら

マーケティング学べば
月100万、200万と目指せるポテンシャルがあるから
まだまだ上を目指してほしい。"
過去の自分を否定し今の自分を褒める,"昔はただ言われた物を作るだけの
エンジニアでしたが

マーケティングを学んで
・どんな機能がユーザーに喜ばれるのか？
・どうすればより多くの人に使ってもらえるのか？

を考える立場になりました

その結果
市場価値も上がり、
自分のやりたいことを実現できるので
とてもやりがいを感じています！"
今すごい部分と足りていない部分を伝える,"フリーランスエンジニアになって
月50万以上稼いでる人って

しっかり勉強して
結果にコミットすることができるので
めっちゃ優秀な人が多いです。

ただそこで止まってしまうのは勿体無くて
そのコミット力をマーケティングに向ければ
余裕で月収100万円以上に加速します！"
周りのすごい人と同じであることを気づかせる,"インフルエンサーの２大巨頭の
りゅうけんさんや、
迫さんも元はエンジニアで
そこからマーケターに転身した人たち。

真似をすれば同じ結果が出せるとは言いませんが
キャリアを参考にすれば
確実に今よりも稼げるようになります。

そのスタートラインに
エンジニアの皆さんは既に立っている。"
他の選択肢のデメリットを伝える,"マーケターをおすすめしてますが
いきなり一本化するのはNG。

マーケターは良くも悪くも成果主義

初心者で実力がない間は
むしろ収入が下がる可能性が高い。

逆にエンジニアは爆発力はないが
安定して月60は稼げるので

まずは本業で安定収入を得つつ
副業でマーケの仕事をして実力をつけてこう。"
他選択肢の上手くいかなかった事例を共有する,"フリーランスエンジニアだけで
収入アップを目指したときは

最初は月50万円とか稼げて
そこから約1年ぐらい経験数が増えて
次の案件で月70万円になった。

普通に考えたら1年で月プラス20万円ってすごいけど

マーケ学んだ同期は月収300万とかになって
僕の一年の成長を一瞬で越えられた、、"
個人は攻撃せず概念を攻撃する,"エンジニアって稼げるスキルですが
実際のところは時給の高い末端作業者です。

時給労働に囚われている限りは
収入には限界があるので

商流を上げるためにマーケターになりましょう。"
一般常識に対して新たな視点を付与する,"どれだけ理不尽なことがあっても
全て自分が悪いって思えるようになれば稼げます。

例えば、部下がミスしたとしても
「正しく指示できなかった俺が悪い」

仕事で配属ガチャに外れてしまったとしても
「こんなところでしか働けない自分が悪い」

こんな風に自責精神で考えて課題を見つていくことが大事"
小さな失敗談を共有する,"夜型なので朝起きれないです
大体昼ぐらいに起きるのですが

午前から予定がある時は
「明日9時に起きる、明日9時に起きる」って呪文を唱えながら寝ます。

呪文はたまにミスります。"
幸せの範囲が一般の人と同じであることを伝える,"貧乏な時は1食100円とかで生活してたけど
最近はいつでも外食できるようになりました。

いろんなご飯食べ歩きとかしてたけど
今は自分で作って誰かに食べてもらう方が幸せだったりします。"
挑戦したけど上手くいかなかった過去事例を共有,"色んなことに目移りしてしまう僕は

1人で

・プログラミング
・動画編集
・ブログ
・YouTube
・物販

に手を出して全部中途半端になりパンクしました。

物販とかなら
仕入れはしたけど出品する作業が忙しくて
赤字になったり笑

まずは１つを極めよう。"
大切にしている価値観の共有,"僕は「自分を成長させてくれた人は裏切らない」という信念を持っています。

よく、「その人の元で学び、用がなくなったら踏み台にして飛び立っていく」

みたいな人を見かけますが
そんな裏切り行為を繰り返してる人は
最終的に行くところがなくなります。"
悔しかった経験や体験を共有する,"22歳という若さでエンジニアで月60万円稼いだ時は
同年代で一番稼いでるんじゃね？ってぐらい調子に乗ってました。

しかし逃げ切りサロンのイベントに参加したら
同い年や、年下で月1000万稼いでる人がごろごろいて
自分の未熟さを痛感しました。

成長を止めてはいけない。"
誰かに負けて勝とうと決心したことを伝える,"当時、めちゃくちゃ技術力の高いCTOの先輩がいて
「あ、プログラミングでは一生勝てないわ」って挫折しました。

悔しくて、マーケティング×エンジニアスキルを学びまくった。
今では、そのCTOの先輩よりも稼げるように。
"
新しいことを学んでいる様子を伝える,"Lステップを勉強したら

・売れるLステップを作るためにライティングを学習
・Lステップに人を集めるために広告を学習

と、マーケターとして
売り上げを上げるために
必要なことを順番に学びました。

その結果巻き取れる仕事も増えたし
その分収入もアップしています。"
自分より上の人と会い続けている様子を発信する,"僕はいつもどれだけ居心地が悪くても
自分が一番格下の環境に飛び込みます。

月収が20万なら100万の人がいるところへ、
月収が100万になったら1000万の人が集まるところへ。

ストレスがない環境よりも
格上にボコボコに揉まれる環境の方が
圧倒的に成長が早いので
ぬるま湯に浸かってちゃダメ。"
リスクをとっている様子を発信する,"基本的に貯金はしなくて
ほとんど勉強にお金を使っています。

もし手元にお金がなくても
分割払いを使ってでも価値があるもには
お金を払います。

もちろんリスクはあることですが
勉強した結果、
将来の自分の時給は
今よりも確実に上がっているので

将来の自分に先にお金を払ってもらっています。"
小さな成果でも報告する,"エンジニアとしては
時給4000円ぐらいで仕事してたけど

初めてLステップの仕事をとった時は
時給1000円ぐらいの案件から始めました。

未経験の分野の仕事をする時は
まずは無料or低単価で受けて
実績を作ることに注力すべし。

『損して得取れ』"
数字や肩書きを活用する,"未経験からプログラミングを始めたから

20歳で月収12万
21歳で月収20万
22歳で月収50万

マーケ学んで

23歳で月収130万

というペースで収入を伸ばしてきました。やはりマーケ学んでからの方が収入の上げ幅が大きい。"
顧客からの声を見込み客に届ける,"僕がエンジニア向けに開催している
マーケ勉強会は

エンジニアだからこそ理解できる具体例を使って話してくれるから分かりやすいと受講生から大好評です。

自分自身がエンジニアからマーケターになったからこそ
みんなが悩みがちな部分を具体化して説明できています。"
周りと違うということを伝える,"大体のエンジニアは技術を極めることがメインになっているなか
マーケティングスキルを身につけ
開発、マーケ両方統括できるようになり市場価値が爆上がりしました。"
言ったことを確実に達成する,"フリーターから3ヶ月で
月収30万にまでぶち上げた元同級生がいるのですが

今のペースなら来年中には月100万円ぐらいまで伸ばせるんじゃないかなって思っています。

単純に言ったことをちゃんとやってくれるので結果が出て当然です。"
エンジニアを教育する歌めのポストを作ってください,"
フリーランスエンジニアの収入源しかない時は

『労働を辞めた瞬間収入が0になる』

こんな不安が常にありました。

マーケティングを勉強して
労働依存じゃない収入源を手に入れてからは
最悪1ヶ月働かなくて良いって思うと安心できるし
新しいことに挑戦する気力にもなってます。"
エンジニアを教育する歌めのポストを作ってください,"夜型なんで
朝5時ぐらいまで仕事して
昼ぐらいに起きるみたいな生活しているのですが

これが一番しっくりきてて生産性高い。

これは会社員的な働き方をしてれば
この生活を実現するのはむずくて

マーケティングを勉強して
エージェントを通さず
個人で案件を取れるようになったら実現できたことです。"
エンジニアを教育する歌めのポストを作ってください,"マーケ学んで
個人で案件取れるようになってからは
自分でやりたい仕事を選べるようになった。

その結果自分の意思で

・この人と仕事したい
・この人とは仕事したくない

が選択できる自由が手に入りました。

結局、仕事の悩みの９割は
人間関係が原因なので
９割の悩みが排除されたのは大きいです"
エンジニアを教育する歌めのポストを作ってください,"手取り月12万円の会社員の頃は
・家賃3万円のボロアパートで
・一食100円台で食事代を抑える
・毎月赤字ギリギリ

こんな生活だった。

あれから2年、
今、月100万稼げるようになってからは
・家賃10万円の家で
・食べたい飯を食べれて
・お金を気にせず生活

マーケを学んだおかげです"
エンジニアを教育する歌めのポストを作ってください,"エージェント経由での案件だと
よくも悪くも会社員的なので
時間の縛りが多い働き方になります。

僕の場合、マーケティングスキルを掛け合わせて
市場価値を最大化したことによって
完全に個人で案件を受注してます。

成果主義なので
いつ仕事しても大丈夫。

時間の縛りがない働き方をしています。"
エンジニアを教育する歌めのポストを作ってください,"マーケティングの仕事って
クライアントさんと伴走しながら
一緒に売り上げを作っていくものなので

ただものを作るよりも、
ダイレクトにクライアントさんからの
感謝に繋がるので良好な人間関係が構築されます。

その分、報酬にも繋がるので
めっちゃやりがいがあります"
エンジニアを教育する歌めのポストを作ってください,"昔は毎月貯金が赤字になるギリギリだった。

月末支払いの時に
１円単位でお金が足りるか計算したり

たった数千円節約するために
夜行バスでお尻が痛い思いをしながら移動したり、、

稼げるようになってからは
お金を気にせず生活できたり
気軽に新幹線や、飛行機に乗れるようになりました。"
エンジニアを教育する歌めのポストを作ってください,"✅マーケティングを勉強する前

エンジニアで月150時間働いて
月収60万円

✅マーケティングを勉強した後

レベシェア報酬の案件で月15時間働いて
月収60万円

単純に時給10倍になった。"
エンジニアを教育する歌めのポストを作ってください,"会社員の頃は
強制的に配属された部署で
合わない人たちと仕事をすることに
胃が荒れるぐらいストレスでした。

プログラミングと
マーケティングのスキルを身につけた今は
自分の意思で
仕事や働く人を選べるので
余計なことに悩まなくて良くなりました。"
エンジニアを教育する歌めのポストを作ってください,"昔は一食100円に抑えないといけないぐらい
お金がなかったが

今ではお金を気にせず
食事ができるので

最近では
美味しいお店を食べあるくのが
趣味になってたりします。

地味ですが幸福度めっちゃ高いです。"
エンジニアを教育する歌めのポストを作ってください,"平日の昼間から旅行に行って
移動時間の間に仕事終わらせて
あとは遊ぶ。

みたいな生活ができるのも
完全成果報酬の働き方だから実現できてます"
エンジニアを教育する歌めのポストを作ってください,"マーケターになって
商流が上がったことで
発注する側の立場になって

一緒に働きたい人をある程度選べるようになった。

優秀な人と仕事すると自分も勉強になるから成長にも繋がって良い循環です。"
エンジニアを教育する歌めのポストを作ってください,"お金を稼げるようになると
『お金を理由に行動しない』ってことがなくなるので

稼いで、新たなチャンスにお金を使って

さらに稼いでっていう永久機関が出来上がります。"
エンジニアを教育する歌めのポストを作ってください,"夜に飲みすぎると次の日昼まで寝てしまう。

冷静に考えて時間決まってる案件でこれやると普通にクビなんで成果報酬型のマーケの仕事しててよかったなと思う"
エンジニアを教育する歌めのポストを作ってください,"会社員の頃は、年功序列ってだけで上司や先輩が高圧的にくるって感じの世界でしたらが

その会社を辞め、スキルを身につけた今はその上司たちより収入が倍以上になりました。

若いなんて関係なくしっかり学び続ける人が勝ちます"
エンジニアを教育する歌めのポストを作ってください,"今でこそ月収200万円とかになってお金には困らなくなりましたが

昔は月収12万円で
・家賃3万円のボロアパートで生活
・一食100円台で食事代を抑える
・趣味や遊びにお金を使う余裕はゼロ

みたいな感じでした。

今思うとよく生きてこれたなと思います。"
エンジニアを教育する歌めのポストを作ってください,"今はいつ、どこで働いてもいいって状態なので

大阪に住んでいますが気まぐれで１週間東京に行ったり福岡に行ったりします。

会いたい人に会いたい時にあえて
行きたいとこに行きたい時に行ける生活になったのが

マーケタになって一番でかいです。"
エンジニアを教育する歌めのポストを作ってください,"月収が60万円から200万円ぐらいになって起きた変化は

Uber使う時に一食1000円台以内に抑えてたところを2000円代にしても気にならなくなったこと。

予算を2000円代にするだけで結構頼めるものの幅が広がります。

ちなみに月収12万円の時は1食100円代に抑えてました。"
エンジニアを教育する歌めのポストを作ってください,"完全フリーになっていつどこにいても良いってなると例えば渋谷でめっちゃ並んでる店とか平日の昼間っから行けたりするので並ばなくても良くなります。

こんな感じで時間がある人はより時間ができるっていう状態になります。"
エンジニアを教育する歌めのポストを作ってください,"自分がよく絡む5人の平均が自分の収入になると言われています。

月収12万円ぐらいの頃は会社員や全然向上心に囲まれてて自分の成長も止まってた気がしますが

月収200万円になった今では向上心があって稼いでる人しか周りにもいないです。

まずは環境を変えることが収入アップに直結します。"
エンジニアを教育する歌めのポストを作ってください,"月収100万円ぐらいになると
数千円の出費は気にならなくなります。

大きな変化で言うと
ちょっとした移動は電話からタクシーに
遠方への移動は夜行バスから新幹線に

移動手段が変わるだけで結構QOL上がってます。"
エンジニアを教育する歌めのポストを作ってください,"最近、家事代行をお願いしてみたのですがマジで感動！

自分がのんびり作業してる間にどんどん家が綺麗になっていく！

でも僕はすぐ家を汚すので定期的にお願いしないと綺麗さを保てません🥺"
エンジニアを教育する歌めのポストを作ってください,"最近僕の周りには会社を経営してるのは当たり前の稼いでる人ばっかりです。

なぜそんな状態になれたかというと自分自身も月２００万円ぐらいには稼げるようになったから。

周りのレベルを上げる近道は自分のレベルを上げることです。"
エンジニアを教育する歌めのポストを作ってください,"今手持ちの案件は全て
個人でとっており

✅フルリモートでどこで仕事してもOK
✅期限さえ守ればいつ仕事してもOK

そんな生活を実現しています。

昔、片道2時間かけて
毎日会社に出勤していた頃を考えると
想像もできなかった。"
エンジニアを教育する歌めのポストを作ってください,"月収100万円って
一部の天才しかいけないと思われがちですが

✅フリーランスエンジニア開発案件で60万円
✅副業のマーケ系案件で40万円

取れば良いだけです。

フリーランスエンジニア、
マーケターとしても

普通に誰でもいけるレベル感なので
意外と簡単です。"
エンジニアを教育する歌めのポストを作ってください,"未経験からでも
プログラミングを勉強したら
2年で月60万まで稼げるようになったし

そこからマーケティングを勉強したら
半年で月120万稼げるようになった。

ぶっちゃけ月100万円ぐらいまでは
ただ愚直に学んで行動するだけでいけます。"
エンジニアを教育する歌めのポストを作ってください,"僕は高卒で、しかも高校の偏差値が40台、新卒の手取り収入で月12万円という
誰が見ても落ちこぼれ

そんなやつでも
プログラミング、マーケ勉強して
月100万稼げました。

過去の学歴とか関係ない、
今からどれだけ努力するかで人生変えれます。"
エンジニアを教育する歌めのポストを作ってください,"エンジニアから
マーケターになるためには

マーケの仕事一本にするみたいなことをしなくても
開発の案件をこなしながら
副業として少しずつマーケターの仕事をしつつ
ちょっとずつ移行していけば大丈夫です。

まずは副業マーケターとして
本業と同じぐらい稼ぐことを目標にしましょう。"
エンジニアを教育する歌めのポストを作ってください,"マーケティングがわかると
物を売るだけでなく

恋愛や、日常生活など
様々な場面でありがちな
壁を攻略できるので

全人類マーケティングを勉強するべきです。"
エンジニアを教育する歌めのポストを作ってください,"エンジニアから
マーケターになるということは
未知の領域だと思われがちですが

マーケターにとって必要な

・論理的な思考力
・データを見る習慣
・テストして検証する力

これが既に身に付いているので

普通の人よりも
スタートダッシュを切った状態で
目指すことができます。"
エンジニアを教育する歌めのポストを作ってください,"マーケターとして案件を取るのって

①DRMや、Lステップを学ぶ
②オンラインサロンのオフ会に行く
③そこであった人に無料でやるので
売れたら◯％くださいと提案

本当にこれだけ。

結局みんな学ばないし、
行動しないから結果が出ないだけなので

ちょっと行動するだけで結果が出ます。"
エンジニアを教育する歌めのポストを作ってください,"僕は
・勉強せず適当に選んだ高校に行って
・何も考えず適当に会社に就職して
・会社をやめてフリーターとして手取り12万の極貧生活を送る

誰が見てもクズ見たいな人生でした。

そんな人でも本気で人生変えようって思って
勉強と行動を繰り返してたら

月収１００万超えたので
才能なんて関係ないです"
エンジニアを教育する歌めのポストを作ってください,"エンジニアであれば
・論理的思考力や
・仮説検証する力が既に身に付いているので

マーケティングの理解が鬼早いです。

結局プログラミングと同じで
実際に手を動かしてみて
その結果どうなったか？を試していく
みたいな感じなので思ったほど未知の領域ではないですよ。"
エンジニアを教育する歌めのポストを作ってください,"僕は『働きたくないから今死ぬほど働いて稼ぐ』を夢に生きていました。

ですが最近はどちらかと言うと頑張ったらその分収入が上がっていくのが楽しくなってきたので純粋に働くこと自体が好きになりました。

後から考えなんていくらでも変わるのでまずは死ぬほど働いてみる経験は大事です。"
エンジニアを教育する歌めのポストを作ってください,"エンジニアの
緻密な設計力、テスト力は
マーケティング業務でも
めっちゃ役に立ちます。

感覚ではなく、
論理的に組み立て

そしてそれをしっかり実行、確認する能力がピカイチです。

#エンジニアマーケター"
エンジニアを教育する歌めのポストを作ってください,"日本人の大人のうち仕事以外で1日に勉強する時間の平均は5分だそう。

上振れ、下振れあるから実際はほとんどが0。

みんな大人になると勉強しなくなるんです、だからこそちょっと勉強するだけで勝てます。"
エンジニアを教育する歌めのポストを作ってください,"月収5万のフリーターの友達に
プログラミング、
Lステップを教えたら

たったの3ヶ月で
クライアントワークで
月収30万円稼げるように。

プログラミングだけなら
そんな短期間で
30万円代を稼ぐのは難しいが

プログラミング×マーケティングを
掛け合わせることで
最速で結果が出せました。"
エンジニアを教育する歌めのポストを作ってください,"エンジニアは

✅要件定義

✅物事を論理的に組み立てて設計

✅バグがないよう入念にチェック

これを日常からやってるので

Lステップ構築をお願いした時の
正確性がバカ高いです。"
エンジニアを教育する歌めのポストを作ってください,"マーケティングやライティングを身につけたおかげで普段生きてるだけで色んな施策を仕掛けられてることに気づけるので、本当に必要と思った時だけ物を買ったりできます。

"
エンジニアを教育する歌めのポストを作ってください,"エンジニアでもマーケティングでもまずは案件一つ取ったらそのクライアントさんに死ぬ気でにコミットする。

たったこれだけでOK。

そうすれば自然と紹介にも繋がって、さらにその先でコミットして紹介もらってって感じで永久機関が完成します。"
エンジニアを教育する歌めのポストを作ってください,"フリーエンジニアになって月60万円ぐらい稼ぐと大体みんなそれ以上成長しなくなるので、新しいことを始めるだけで簡単に追い抜くことができます。

エンジニアの次はマーケターを目指すのがおすすめです。

どうすればマーケターになれるかは僕のツイートを毎日見ればOK！"
エンジニアを教育する歌めのポストを作ってください,"今では月収150万円とかで
そこそこ成功した方の僕でも

・家賃3万円のボロアパート
・一食100円台で食事代を抑える
・毎月借金の返済＋生活費用で赤字
・早期退職して家族からは人生詰んだ奴認定される

みたいなそこそこオワコン状態で。

悔しい思いをバネにスキルを身につけ人生変わりました。"
エンジニアを教育する歌めのポストを作ってください,"エンジニアがマーケできると
作業してる中でめんどくさい作業をサクッと自動化してるだけで、クライアントさんにとっては革命だったりする。

難しい技術を使えるよりも、どんな物が求められてるか？

ここの理解があるだけで無双できます。"
エンジニアを教育する歌めのポストを作ってください,"【マーケターとして案件を取る方法】

①DRMや、Lステップを学ぶ
②オンラインサロンのオフ会に行く
③そこであった人に無料でやるので
売れたら◯％くださいと提案
④案件に繋がれば全力でコミット

この流れなら、
クライアントにとってもリスクがないので
再現性高く案件を取ることができます。"
エンジニアを教育する歌めのポストを作ってください,"会社員の頃
自分にはちょっとレベルの高い
仕事の募集があった時

勇気が出せず手をあげることができませんでした。

結果的にその仕事を受けた人は
年収ベースで200万以上アップする
仕事を任されました。

それが悔しくて
今では自分にとって少し難しいことでも
積極的に手を挙げるようにしています。"
エンジニアを教育する歌めのポストを作ってください,"僕はみんなが行動するから
行動するではなく、

みんなが行動しない時こそ一番行動します。

例えばサロンのオフ会なら
みんなが来るより１時間前に行くなど。

そのほうがやっぱり印象に残るので
逆張りの行動力を大切にしています。"
エンジニアを教育する歌めのポストを作ってください,"今、安定したスキルを持っていても

トレンドも移り変わりも早く
円安で今持っているお金の価値が減って行く
この日本において

現状維持をすると言うことは
常に収入が一気に０になるリスクを抱えています。

新しいスキルを身につけて
収入を上げて初めてトントンだと思っています。"
エンジニアを教育する歌めのポストを作ってください,"僕は初めてオフラインのイベントに
参加した時って
当日『今日行くの辞めようかなってぐらい』緊張してました。

ですがいざ、参加してみたら
みんな初めての自分を温かく受け入れてくれるのでそんなにビビらなくてよかったりします。"
エンジニアを教育する歌めのポストを作ってください,"僕は先輩経営者に誘われたら
飲み会のためだけに
大阪から、名古屋や東京まで
速攻で飛んで行ったりします。

そうすると話題にもされますし、
わざわざ来てくれたってことで
かわいがってくれたりもするので

若いうちはふっ軽さという武器を持っているので
使えるうちに使っておきましょう。"
エンジニアを教育する歌めのポストを作ってください,"マーケを勉強する時に
・値段が高い講座
・それよりも安い講座

があった時に僕は安い方の
講座を購入。

しかし、あまり質が良くなく
逆に高い方の講座を買ったライバルは
みるみる収入を上げていきました。

高い物が良いとは言いませんが
高くても質がいい物を買った方が
結果的に得することを実感
"
エンジニアを教育する歌めのポストを作ってください,"100万円を貯金していても
そのお金は100万円以上の価値にはならないし
むしろ下がる可能性すらある。

それよりもその100万円を使って勉強に使えば

100万円なんて
たったの1ヶ月で稼げてしまうから
いかに貯金が死金になっているかがわかりますよね。"
エンジニアを教育する歌めのポストを作ってください,"『なんでそんなに勉強にお金を使えるんですか？』と良く聞かれるのですが

その理由はとてもシンプルで
「お金を払えば、お金が増える」からです。

例えば、プログラミングスクールに
50万円払って、毎月70万円稼げる
エンジニアになれるのですから
普通に考えたらお金払いますよね。"
エンジニアを教育する歌めのポストを作ってください,"エンジニアの知り合いだと
年商2000万ぐらいが天井ですが

周りのマーケターたちは
年商1億以上とか当たり前にいます。

それくらいマーケティングスキルには可能性があります。

どちらを勉強すれば良いかは一目瞭然ですね。"
エンジニアを教育する歌めのポストを作ってください,"お金を使って
・イベントに参加して人脈を増やす
・しっかりと格上から学ぶ

これができるだけで
同じ20代と大幅に差別化できます。

みんな参加しないし、学ばない
だからこそ勝つのは余裕です。"
エンジニアを教育する歌めのポストを作ってください,"【あなたの仕事積み上がってます？】

ぶっちゃけ
月100万稼ごうと思ったら

フリーエンジニアなら
案件「2個掛け持ち」するだけで速攻行く。

しかしそれではあくまで

「時間を切り売り」

してるだけ、そこが頭打ちです。

もし今以上に
少量かつ、高収入を目指すなら

資産性のある仕事をすべき。"
エンジニアを教育する歌めのポストを作ってください,"マーケターの案件を取るためにやったことは

・オンラインサロンのイベントにいく
・運営の手伝いをして関係をよくする
・これを2、3回繰り返す
・「今Lステップ勉強してます」と言う

たったのこれだけ。

誰でも再現性高くできるノウハウなので
騙されたと思ってやってみてください。"
エンジニアを教育する歌めのポストを作ってください,"マーケティングの仕事って
難しく聞こえますが

①人を集める
②商品の魅力を伝える
③買ってもらうために営業する
④価値のあるサービスを届ける

たったのこれだけです！

あとは①〜④の各業務を
どんな手段を使って実施するのかを
勉強すればOK👍"
エンジニアを教育する歌めのポストを作ってください,"エンジニアのコミニティで
プログラミングができても
別に重宝されないけど

マーケターのコミニティーで
プログラミングができると
神様扱いされます

逆もまた同様。

スキルを身につけたら
あえて、軸が違うコミニティに入るのおすすめです。案件無双できます。"
エンジニアを教育する歌めのポストを作ってください,"エンジニアからマーケに興味を持つほどの
情報感度がある方はとても優秀

だからエンジニアで停滞するのは
非常にもったいないです。

ポテンシャルがあって
マーケティングを学べば
もっと稼げるのでぜひ勉強してください。

具体的な方法はこちらでお伝えしてます。

👇👇👇

lin.ee/4SY1bfI"
エンジニアを教育する歌めのポストを作ってください,"学生時代、意味があるのか分からない勉強が大嫌いでろくに努力をしてこなかった僕ですが

今ではプログラミングや、
マーケティングなど自分の成長に繋がることはなんでも勉強するようになりました。

昔、勉強が苦手だったって人も
意味を見つけれなかっただけ、

本当はやればできます！"
エンジニアを教育する歌めのポストを作ってください,"プログラミングでツールや、サービスを作れるって
エンジニア以外の人にはできないことなので
それだけでも十分すごいです。

ですがもっと言うなら
サービスを売るための
マーケティング力も身につければ

「作って、売れる」

最強人材になれるので
市場価値爆上がりです！"
エンジニアを教育する歌めのポストを作ってください,"僕が尊敬するCTOの人でも
コードが書けなくてつまずく時期があったそうです。

今、年商億越えの経営者たちも
元々は一円も稼げず悩んでる時期がありました。

今結果が出てる人は
学び、成長していったので
皆さんにも必ずできます！"
エンジニアを教育する歌めのポストを作ってください,"【労働ではいつまでも不安定】

フリーランスエンジニアしか収入源がない時は

『労働を辞めた瞬間収入が0になる』

こんな不安が常にあった。

マーケティングを勉強して
労働依存じゃない収入源を手に入れてからは
最悪1ヶ月働かなくて良いって思うと安心できるし
新しいことに挑戦する気力にもなる"
